
---------- Begin Simulation Statistics ----------
simSeconds                                   0.001993                       # Number of seconds simulated (Second)
simTicks                                   1992606500                       # Number of ticks simulated (Tick)
finalTick                                  1992606500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    178.01                       # Real time elapsed on the host (Second)
hostTickRate                                 11194017                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1208184                       # Number of bytes of host memory used (Byte)
simInsts                                      5515188                       # Number of instructions simulated (Count)
simOps                                       10313306                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    30983                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      57938                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           500                       # Clock period in ticks (Tick)
system.cpu.numCycles                          3985214                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        11323900                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                       90                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       11073038                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   5167                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              1010678                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           1393939                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  18                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             3800684                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.913433                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.571886                       # Number of insts issued each cycle (Count)
system.cpu.statIssuedInstType_0::InstPrefetch            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::total       11073038                       # Number of instructions issued per FU type, per thread (Count)
system.cpu.issueRate                         2.778530                       # Inst issue rate ((Count/Cycle))
system.cpu.fuBusy                              132725                       # FU busy when requested (Count)
system.cpu.fuBusyRate                        0.011986                       # FU busy rate (busy events/executed inst) ((Count/Count))
system.cpu.intInstQueueReads                 25529275                       # Number of integer instruction queue reads (Count)
system.cpu.intInstQueueWrites                11938642                       # Number of integer instruction queue writes (Count)
system.cpu.intInstQueueWakeupAccesses        10718603                       # Number of integer instruction queue wakeup accesses (Count)
system.cpu.fpInstQueueReads                    555377                       # Number of floating instruction queue reads (Count)
system.cpu.fpInstQueueWrites                   396217                       # Number of floating instruction queue writes (Count)
system.cpu.fpInstQueueWakeupAccesses           258697                       # Number of floating instruction queue wakeup accesses (Count)
system.cpu.vecInstQueueReads                        0                       # Number of vector instruction queue reads (Count)
system.cpu.vecInstQueueWrites                       0                       # Number of vector instruction queue writes (Count)
system.cpu.vecInstQueueWakeupAccesses               0                       # Number of vector instruction queue wakeup accesses (Count)
system.cpu.intAluAccesses                    10774512                       # Number of integer alu accesses (Count)
system.cpu.fpAluAccesses                       280975                       # Number of floating point alu accesses (Count)
system.cpu.vecAluAccesses                           0                       # Number of vector alu accesses (Count)
system.cpu.numInsts                          11008744                       # Number of executed instructions (Count)
system.cpu.numLoadInsts                       1523315                       # Number of load instructions executed (Count)
system.cpu.numSquashedInsts                     64294                       # Number of squashed instructions skipped in execute (Count)
system.cpu.numSwp                                   0                       # Number of swp insts executed (Count)
system.cpu.numNop                                   0                       # Number of nop insts executed (Count)
system.cpu.numRefs                            2369936                       # Number of memory reference insts executed (Count)
system.cpu.numBranches                        1200300                       # Number of branches executed (Count)
system.cpu.numStoreInsts                       846621                       # Number of stores executed (Count)
system.cpu.numRate                           2.762397                       # Inst execution rate ((Count/Cycle))
system.cpu.timesIdled                           11517                       # Number of times that the entire CPU went into an idle state and unscheduled itself (Count)
system.cpu.idleCycles                          184530                       # Total number of cycles that the CPU has spent unscheduled due to idling (Cycle)
system.cpu.committedInsts                     5515188                       # Number of Instructions Simulated (Count)
system.cpu.committedOps                      10313306                       # Number of Ops (including micro ops) Simulated (Count)
system.cpu.cpi                               0.722589                       # CPI: Cycles Per Instruction ((Cycle/Count))
system.cpu.totalCpi                          0.722589                       # CPI: Total CPI of All Threads ((Cycle/Count))
system.cpu.ipc                               1.383913                       # IPC: Instructions Per Cycle ((Count/Cycle))
system.cpu.totalIpc                          1.383913                       # IPC: Total IPC of All Threads ((Count/Cycle))
system.cpu.intRegfileReads                   13912827                       # Number of integer regfile reads (Count)
system.cpu.intRegfileWrites                   7993302                       # Number of integer regfile writes (Count)
system.cpu.fpRegfileReads                      218645                       # Number of floating regfile reads (Count)
system.cpu.fpRegfileWrites                     198747                       # Number of floating regfile writes (Count)
system.cpu.ccRegfileReads                     5412454                       # number of cc regfile reads (Count)
system.cpu.ccRegfileWrites                    3300367                       # number of cc regfile writes (Count)
system.cpu.miscRegfileReads                   4786536                       # number of misc regfile reads (Count)
system.cpu.miscRegfileWrites                       54                       # number of misc regfile writes (Count)
system.cpu.MemDepUnit__0.insertedLoads        1575229                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__0.insertedStores        876515                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__0.conflictingLoads       125869                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__0.conflictingStores        37551                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__1.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__1.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__1.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__1.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__2.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__2.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__2.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__2.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__3.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__3.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__3.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__3.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.branchPred.lookups                 1319234                       # Number of BP lookups (Count)
system.cpu.branchPred.condPredicted            949183                       # Number of conditional branches predicted (Count)
system.cpu.branchPred.condIncorrect             30798                       # Number of conditional branches incorrect (Count)
system.cpu.branchPred.BTBLookups               548420                       # Number of BTB lookups (Count)
system.cpu.branchPred.BTBUpdates                20628                       # Number of BTB updates (Count)
system.cpu.branchPred.BTBHits                  544010                       # Number of BTB hits (Count)
system.cpu.branchPred.BTBHitRatio            0.991959                       # BTB Hit Ratio (Ratio)
system.cpu.branchPred.RASUsed                  106112                       # Number of times the RAS was used to get a target. (Count)
system.cpu.branchPred.RASIncorrect                 13                       # Number of incorrect RAS predictions. (Count)
system.cpu.branchPred.indirectLookups           52052                       # Number of indirect predictor lookups. (Count)
system.cpu.branchPred.indirectHits              36618                       # Number of indirect target hits. (Count)
system.cpu.branchPred.indirectMisses            15434                       # Number of indirect misses. (Count)
system.cpu.branchPred.indirectMispredicted         2460                       # Number of mispredicted indirect branches. (Count)
system.cpu.commit.commitSquashedInsts          968885                       # The number of squashed insts skipped by commit (Count)
system.cpu.commit.commitNonSpecStalls              72                       # The number of times commit has been forced to stall to communicate backwards (Count)
system.cpu.commit.branchMispredicts             25057                       # The number of times a branch was mispredicted (Count)
system.cpu.commit.numCommittedDist::samples      3662353                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::mean     2.816033                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::stdev     2.953598                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::0         1190773     32.51%     32.51% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::1          523494     14.29%     46.81% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::2          327967      8.96%     55.76% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::3          498795     13.62%     69.38% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::4          151141      4.13%     73.51% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::5          153819      4.20%     77.71% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::6           81319      2.22%     79.93% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::7          104440      2.85%     82.78% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::8          630605     17.22%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::total      3662353                       # Number of insts commited each cycle (Count)
system.cpu.commit.instsCommitted              5515188                       # Number of instructions committed (Count)
system.cpu.commit.opsCommitted               10313306                       # Number of ops (including micro ops) committed (Count)
system.cpu.commit.memRefs                     2231449                       # Number of memory references committed (Count)
system.cpu.commit.loads                       1409747                       # Number of loads committed (Count)
system.cpu.commit.amos                              0                       # Number of atomic instructions committed (Count)
system.cpu.commit.membars                          12                       # Number of memory barriers committed (Count)
system.cpu.commit.branches                    1149023                       # Number of branches committed (Count)
system.cpu.commit.vectorInstructions                0                       # Number of committed Vector instructions. (Count)
system.cpu.commit.floating                     212709                       # Number of committed floating point instructions. (Count)
system.cpu.commit.integer                    10057733                       # Number of committed integer instructions. (Count)
system.cpu.commit.functionCalls                 96500                       # Number of function calls committed. (Count)
system.cpu.commit.committedInstType_0::No_OpClass       126631      1.23%      1.23% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntAlu      7756710     75.21%     76.44% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntMult        14350      0.14%     76.58% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntDiv        66663      0.65%     77.22% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatAdd        40043      0.39%     77.61% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatCmp            0      0.00%     77.61% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatCvt           96      0.00%     77.61% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMult            0      0.00%     77.61% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMultAcc            0      0.00%     77.61% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatDiv            0      0.00%     77.61% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMisc            0      0.00%     77.61% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatSqrt            0      0.00%     77.61% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAdd          626      0.01%     77.62% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAddAcc            0      0.00%     77.62% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAlu        19178      0.19%     77.81% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCmp            0      0.00%     77.81% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCvt        11356      0.11%     77.92% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMisc        28250      0.27%     78.19% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMult            0      0.00%     78.19% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMultAcc            0      0.00%     78.19% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShift          337      0.00%     78.19% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShiftAcc            0      0.00%     78.19% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdDiv            0      0.00%     78.19% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSqrt            0      0.00%     78.19% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatAdd            0      0.00%     78.19% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatAlu            0      0.00%     78.19% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatCmp            0      0.00%     78.19% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatCvt        17617      0.17%     78.36% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatDiv            0      0.00%     78.36% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMisc            0      0.00%     78.36% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMult            0      0.00%     78.36% # Class of committed instruction (Count)
